incident_number,created_at,alert_identifier,node_name,metric_value,service,description,alert_condition,alert_id
7696,2023-08-30 07:33:26,alert_725,node_F,44,service_A,Description of event,condition_2,4336
8938,2023-08-27 07:33:26,alert_855,node_K,25,service_B,Description of event,condition_3,7002
9775,2023-08-13 07:33:26,alert_679,node_R,77,service_A,Description of event,condition_5,4046
8046,2023-08-13 07:33:26,alert_661,node_J,22,service_F,Description of event,condition_1,6972
8418,2023-08-28 07:33:26,alert_718,node_C,54,service_A,Description of event,condition_4,5285
9822,2023-08-26 07:33:26,alert_810,node_Y,58,service_F,Description of event,condition_3,1061
1683,2023-08-25 07:33:26,alert_480,node_D,93,service_D,Description of event,condition_2,1128
2152,2023-08-01 07:33:26,alert_984,node_P,89,service_D,Description of event,condition_1,4863
5295,2023-08-22 07:33:26,alert_207,node_A,54,service_B,Description of event,condition_5,4205
5477,2023-08-12 07:33:26,alert_715,node_A,17,service_F,Description of event,condition_1,6153
3024,2023-08-24 07:33:26,alert_223,node_E,82,service_A,Description of event,condition_3,7537
6393,2023-08-18 07:33:26,alert_575,node_C,53,service_D,Description of event,condition_4,8687
9408,2023-08-10 07:33:26,alert_446,node_U,19,service_D,Description of event,condition_5,8511
5160,2023-08-28 07:33:26,alert_192,node_F,25,service_C,Description of event,condition_3,8900
8400,2023-08-22 07:33:26,alert_662,node_F,45,service_E,Description of event,condition_2,5119
6051,2023-08-21 07:33:26,alert_889,node_E,67,service_F,Description of event,condition_1,2088
8624,2023-08-14 07:33:26,alert_883,node_K,35,service_F,Description of event,condition_3,4702
5223,2023-08-06 07:33:26,alert_512,node_R,29,service_F,Description of event,condition_3,1796
6689,2023-08-10 07:33:26,alert_481,node_K,33,service_F,Description of event,condition_3,3464
8726,2023-08-26 07:33:26,alert_222,node_P,67,service_F,Description of event,condition_5,1357
9439,2023-08-09 07:33:26,alert_929,node_Z,44,service_D,Description of event,condition_2,7505
5201,2023-08-18 07:33:26,alert_137,node_T,28,service_D,Description of event,condition_2,1842
5201,2023-08-14 07:33:26,alert_830,node_Z,55,service_D,Description of event,condition_5,9464
2374,2023-08-05 07:33:26,alert_620,node_J,13,service_C,Description of event,condition_3,9510
4341,2023-08-22 07:33:26,alert_857,node_N,29,service_B,Description of event,condition_2,3700
8717,2023-08-03 07:33:26,alert_220,node_A,15,service_A,Description of event,condition_1,6739
2231,2023-08-11 07:33:26,alert_419,node_R,44,service_A,Description of event,condition_2,4598
8806,2023-08-20 07:33:26,alert_307,node_H,13,service_C,Description of event,condition_5,1201
7307,2023-08-23 07:33:26,alert_598,node_V,52,service_E,Description of event,condition_1,4204
4929,2023-08-18 07:33:26,alert_615,node_P,20,service_F,Description of event,condition_2,8243
5769,2023-08-27 07:33:26,alert_236,node_N,97,service_B,Description of event,condition_5,5775
2875,2023-08-10 07:33:26,alert_464,node_D,16,service_F,Description of event,condition_3,4763
6293,2023-08-20 07:33:26,alert_298,node_O,91,service_B,Description of event,condition_1,2331
3235,2023-08-18 07:33:26,alert_925,node_F,98,service_F,Description of event,condition_2,1364
5117,2023-08-27 07:33:26,alert_118,node_L,97,service_E,Description of event,condition_1,4961
1500,2023-08-25 07:33:26,alert_354,node_I,73,service_C,Description of event,condition_4,4910
4388,2023-08-26 07:33:26,alert_825,node_J,17,service_B,Description of event,condition_1,1192
1746,2023-08-28 07:33:26,alert_172,node_R,18,service_B,Description of event,condition_2,4814
7121,2023-08-21 07:33:26,alert_198,node_V,60,service_D,Description of event,condition_2,8629
9333,2023-08-15 07:33:26,alert_784,node_W,41,service_B,Description of event,condition_4,3151
2540,2023-08-23 07:33:26,alert_962,node_C,28,service_E,Description of event,condition_2,7258
9037,2023-08-12 07:33:26,alert_423,node_C,36,service_F,Description of event,condition_5,8790
9322,2023-08-10 07:33:26,alert_389,node_K,65,service_C,Description of event,condition_3,1431
8719,2023-08-01 07:33:26,alert_138,node_O,17,service_F,Description of event,condition_1,3686
5252,2023-08-20 07:33:26,alert_645,node_F,74,service_A,Description of event,condition_5,7447
3800,2023-08-21 07:33:26,alert_801,node_Q,81,service_C,Description of event,condition_2,7598
4748,2023-08-19 07:33:26,alert_216,node_L,73,service_F,Description of event,condition_1,9803
3859,2023-08-17 07:33:26,alert_730,node_Q,96,service_E,Description of event,condition_1,6540
8980,2023-08-25 07:33:26,alert_305,node_V,36,service_F,Description of event,condition_5,7291
1966,2023-08-07 07:33:26,alert_253,node_T,76,service_E,Description of event,condition_5,7385
5012,2023-08-16 07:33:26,alert_727,node_L,92,service_B,Description of event,condition_2,1516
1206,2023-08-18 07:33:26,alert_777,node_O,84,service_D,Description of event,condition_3,7084
5516,2023-08-15 07:33:26,alert_490,node_T,23,service_B,Description of event,condition_5,1803
6830,2023-08-21 07:33:26,alert_483,node_W,17,service_E,Description of event,condition_3,5442
2472,2023-08-24 07:33:26,alert_956,node_D,20,service_A,Description of event,condition_4,2508
4949,2023-08-29 07:33:26,alert_266,node_I,15,service_A,Description of event,condition_2,7111
8620,2023-08-07 07:33:26,alert_941,node_S,40,service_C,Description of event,condition_2,4416
6412,2023-08-25 07:33:26,alert_724,node_B,63,service_C,Description of event,condition_3,5432
6924,2023-08-03 07:33:26,alert_798,node_M,37,service_C,Description of event,condition_5,4516
7587,2023-08-09 07:33:26,alert_897,node_R,62,service_E,Description of event,condition_2,4462
8312,2023-08-02 07:33:26,alert_440,node_D,64,service_C,Description of event,condition_5,1486
1324,2023-08-04 07:33:26,alert_139,node_K,64,service_C,Description of event,condition_3,2300
4910,2023-08-25 07:33:26,alert_607,node_V,64,service_B,Description of event,condition_2,8255
7184,2023-08-29 07:33:26,alert_553,node_S,51,service_C,Description of event,condition_4,1033
5186,2023-08-06 07:33:26,alert_100,node_S,11,service_A,Description of event,condition_3,2333
6172,2023-08-10 07:33:26,alert_857,node_K,41,service_E,Description of event,condition_5,8756
8467,2023-08-19 07:33:26,alert_895,node_T,90,service_D,Description of event,condition_2,1398
9557,2023-08-21 07:33:26,alert_251,node_R,94,service_A,Description of event,condition_5,2342
7619,2023-08-22 07:33:26,alert_715,node_Y,38,service_B,Description of event,condition_3,5637
1095,2023-08-21 07:33:26,alert_647,node_B,25,service_D,Description of event,condition_3,9797
2760,2023-08-23 07:33:26,alert_525,node_D,81,service_A,Description of event,condition_4,6062
4825,2023-08-14 07:33:26,alert_667,node_M,63,service_E,Description of event,condition_5,2925
7087,2023-08-13 07:33:26,alert_819,node_Q,36,service_F,Description of event,condition_5,6654
4883,2023-08-23 07:33:26,alert_531,node_F,19,service_E,Description of event,condition_4,3702
4419,2023-08-22 07:33:26,alert_911,node_H,12,service_A,Description of event,condition_4,2203
9744,2023-08-15 07:33:26,alert_291,node_Y,40,service_A,Description of event,condition_3,6753
9002,2023-08-11 07:33:26,alert_555,node_B,30,service_E,Description of event,condition_2,4723
5040,2023-08-24 07:33:26,alert_940,node_Q,18,service_B,Description of event,condition_3,1714
2735,2023-08-21 07:33:26,alert_441,node_H,54,service_A,Description of event,condition_5,9578
7307,2023-08-08 07:33:26,alert_575,node_H,92,service_A,Description of event,condition_4,2283
3992,2023-08-05 07:33:26,alert_606,node_N,29,service_E,Description of event,condition_5,5528
7350,2023-08-05 07:33:26,alert_259,node_K,83,service_E,Description of event,condition_4,5419
8491,2023-08-02 07:33:26,alert_872,node_W,90,service_E,Description of event,condition_4,8329
4474,2023-08-03 07:33:26,alert_954,node_Q,32,service_C,Description of event,condition_5,7562
8078,2023-08-25 07:33:26,alert_636,node_W,69,service_C,Description of event,condition_2,9992
2558,2023-08-08 07:33:26,alert_451,node_E,52,service_E,Description of event,condition_1,9838
3647,2023-08-10 07:33:26,alert_482,node_C,16,service_B,Description of event,condition_4,4710
2574,2023-08-10 07:33:26,alert_939,node_N,33,service_D,Description of event,condition_3,7589
5053,2023-08-02 07:33:26,alert_969,node_C,64,service_E,Description of event,condition_1,9443
8157,2023-08-07 07:33:26,alert_535,node_L,92,service_E,Description of event,condition_5,1450
5632,2023-08-04 07:33:26,alert_138,node_I,49,service_D,Description of event,condition_1,7990
2769,2023-08-29 07:33:26,alert_372,node_U,77,service_E,Description of event,condition_5,8749
4978,2023-08-07 07:33:26,alert_870,node_C,39,service_A,Description of event,condition_5,8823
8967,2023-08-06 07:33:26,alert_369,node_I,15,service_E,Description of event,condition_5,8049
3050,2023-08-13 07:33:26,alert_113,node_D,42,service_F,Description of event,condition_4,2232
8363,2023-08-19 07:33:26,alert_920,node_D,82,service_E,Description of event,condition_2,8251
9466,2023-08-23 07:33:26,alert_491,node_K,49,service_F,Description of event,condition_3,2043
2833,2023-08-04 07:33:26,alert_375,node_T,12,service_B,Description of event,condition_2,2186
1774,2023-08-08 07:33:26,alert_621,node_H,56,service_A,Description of event,condition_1,2767
7211,2023-08-10 07:33:26,alert_588,node_X,58,service_F,Description of event,condition_4,2232
6466,2023-08-23 07:33:26,alert_220,node_K,25,service_C,Description of event,condition_3,8806
3017,2023-08-13 07:33:26,alert_644,node_J,41,service_F,Description of event,condition_4,4584
5751,2023-08-25 07:33:26,alert_619,node_D,38,service_B,Description of event,condition_2,6596
8787,2023-08-23 07:33:26,alert_948,node_U,61,service_B,Description of event,condition_3,3630
3988,2023-08-07 07:33:26,alert_573,node_L,93,service_E,Description of event,condition_4,6660
4611,2023-08-11 07:33:26,alert_248,node_L,19,service_A,Description of event,condition_5,6290
9346,2023-08-08 07:33:26,alert_577,node_I,73,service_B,Description of event,condition_1,6047
2068,2023-08-16 07:33:26,alert_945,node_I,52,service_A,Description of event,condition_4,8122
1030,2023-08-12 07:33:26,alert_804,node_C,94,service_C,Description of event,condition_1,6209
8636,2023-08-19 07:33:26,alert_258,node_F,28,service_D,Description of event,condition_1,7225
6326,2023-08-15 07:33:26,alert_201,node_E,87,service_A,Description of event,condition_1,8647
4117,2023-08-14 07:33:26,alert_710,node_K,83,service_D,Description of event,condition_2,6982
5893,2023-08-15 07:33:26,alert_630,node_A,27,service_F,Description of event,condition_5,2235
5430,2023-08-03 07:33:26,alert_530,node_P,82,service_B,Description of event,condition_4,1855
7508,2023-08-02 07:33:26,alert_600,node_Y,36,service_D,Description of event,condition_1,4245
2540,2023-08-07 07:33:26,alert_785,node_B,96,service_C,Description of event,condition_4,4763
9909,2023-08-06 07:33:26,alert_564,node_C,44,service_F,Description of event,condition_1,5211
8601,2023-08-03 07:33:26,alert_618,node_A,87,service_E,Description of event,condition_2,3666
5243,2023-08-12 07:33:26,alert_164,node_Z,26,service_A,Description of event,condition_3,9955
6798,2023-08-19 07:33:26,alert_671,node_D,68,service_C,Description of event,condition_1,2335
3760,2023-08-26 07:33:26,alert_302,node_S,12,service_F,Description of event,condition_5,4893
4929,2023-08-01 07:33:26,alert_167,node_F,30,service_D,Description of event,condition_5,9475
2373,2023-08-08 07:33:26,alert_309,node_N,55,service_B,Description of event,condition_1,7989
5625,2023-08-25 07:33:26,alert_161,node_I,28,service_B,Description of event,condition_1,4110
7811,2023-08-20 07:33:26,alert_482,node_J,59,service_E,Description of event,condition_2,6634
3120,2023-08-08 07:33:26,alert_425,node_Z,32,service_B,Description of event,condition_1,1184
4039,2023-08-15 07:33:26,alert_178,node_O,36,service_F,Description of event,condition_3,8611
9064,2023-08-01 07:33:26,alert_236,node_C,80,service_A,Description of event,condition_3,2910
3412,2023-08-04 07:33:26,alert_561,node_W,92,service_A,Description of event,condition_2,1387
1034,2023-08-09 07:33:26,alert_839,node_Q,38,service_A,Description of event,condition_2,3319
5898,2023-08-26 07:33:26,alert_233,node_S,89,service_D,Description of event,condition_1,7044
2868,2023-08-30 07:33:26,alert_795,node_D,86,service_F,Description of event,condition_1,4271
7889,2023-08-24 07:33:26,alert_545,node_L,78,service_E,Description of event,condition_3,2106
5962,2023-08-18 07:33:26,alert_328,node_F,93,service_F,Description of event,condition_5,7032
9920,2023-08-04 07:33:26,alert_119,node_Q,79,service_D,Description of event,condition_2,6947
8895,2023-08-06 07:33:26,alert_674,node_Y,23,service_C,Description of event,condition_1,6462
9276,2023-08-17 07:33:26,alert_103,node_V,64,service_F,Description of event,condition_1,3290
6769,2023-08-24 07:33:26,alert_551,node_V,24,service_B,Description of event,condition_5,9020
5059,2023-08-09 07:33:26,alert_510,node_Y,40,service_A,Description of event,condition_3,1510
8797,2023-08-26 07:33:26,alert_534,node_I,28,service_B,Description of event,condition_3,2353
6510,2023-08-27 07:33:26,alert_382,node_P,13,service_E,Description of event,condition_3,5689
1531,2023-08-25 07:33:26,alert_275,node_H,73,service_A,Description of event,condition_3,9611
8890,2023-08-26 07:33:26,alert_584,node_S,94,service_A,Description of event,condition_4,1597
1278,2023-08-16 07:33:26,alert_598,node_O,71,service_E,Description of event,condition_5,4268
5332,2023-08-01 07:33:26,alert_974,node_F,100,service_C,Description of event,condition_1,7309
2860,2023-08-07 07:33:26,alert_868,node_P,54,service_D,Description of event,condition_3,2905
8207,2023-08-07 07:33:26,alert_571,node_Q,31,service_F,Description of event,condition_2,5440
9489,2023-08-10 07:33:26,alert_785,node_Q,22,service_C,Description of event,condition_1,2659
7649,2023-08-26 07:33:26,alert_352,node_X,49,service_A,Description of event,condition_3,9134
9375,2023-08-19 07:33:26,alert_584,node_L,15,service_E,Description of event,condition_5,6833
4797,2023-08-18 07:33:26,alert_254,node_O,35,service_B,Description of event,condition_2,6988
4642,2023-08-13 07:33:26,alert_326,node_C,45,service_C,Description of event,condition_5,7507
2688,2023-08-11 07:33:26,alert_818,node_I,57,service_F,Description of event,condition_1,4163
3423,2023-08-19 07:33:26,alert_562,node_G,35,service_B,Description of event,condition_4,9430
5182,2023-08-08 07:33:26,alert_447,node_U,61,service_D,Description of event,condition_5,9523
7440,2023-08-01 07:33:26,alert_201,node_H,56,service_B,Description of event,condition_3,5409
1423,2023-08-30 07:33:26,alert_308,node_U,75,service_B,Description of event,condition_1,4814
4506,2023-08-28 07:33:26,alert_842,node_H,30,service_C,Description of event,condition_5,7930
3927,2023-08-05 07:33:26,alert_899,node_M,57,service_C,Description of event,condition_4,8764
2451,2023-08-17 07:33:26,alert_912,node_Z,85,service_C,Description of event,condition_5,5090
4425,2023-08-21 07:33:26,alert_555,node_D,37,service_D,Description of event,condition_3,5927
5631,2023-08-11 07:33:26,alert_290,node_O,21,service_C,Description of event,condition_3,9059
2611,2023-08-24 07:33:26,alert_653,node_G,66,service_C,Description of event,condition_2,1539
3051,2023-08-20 07:33:26,alert_600,node_L,84,service_C,Description of event,condition_4,5256
4344,2023-08-05 07:33:26,alert_651,node_Y,50,service_D,Description of event,condition_5,9700
5926,2023-08-12 07:33:26,alert_795,node_T,14,service_B,Description of event,condition_3,3450
1705,2023-08-25 07:33:26,alert_360,node_H,20,service_D,Description of event,condition_4,8380
4197,2023-08-23 07:33:26,alert_801,node_W,87,service_D,Description of event,condition_4,3066
9351,2023-08-06 07:33:26,alert_777,node_J,43,service_D,Description of event,condition_2,3032
7476,2023-08-23 07:33:26,alert_563,node_G,11,service_B,Description of event,condition_1,6616
5491,2023-08-17 07:33:26,alert_451,node_W,12,service_C,Description of event,condition_3,6296
2223,2023-08-24 07:33:26,alert_845,node_W,68,service_A,Description of event,condition_2,7962
3617,2023-08-01 07:33:26,alert_223,node_G,87,service_B,Description of event,condition_4,1371
6326,2023-08-17 07:33:26,alert_723,node_V,20,service_C,Description of event,condition_3,6250
9753,2023-08-01 07:33:26,alert_448,node_Q,29,service_B,Description of event,condition_4,6485
6815,2023-08-14 07:33:26,alert_218,node_K,82,service_F,Description of event,condition_3,2283
5595,2023-08-03 07:33:26,alert_247,node_Y,83,service_A,Description of event,condition_1,3550
4043,2023-08-07 07:33:26,alert_791,node_U,17,service_D,Description of event,condition_1,5622
2039,2023-08-12 07:33:26,alert_147,node_M,21,service_B,Description of event,condition_2,4933
9773,2023-08-06 07:33:26,alert_943,node_Y,79,service_B,Description of event,condition_1,6926
3199,2023-08-07 07:33:26,alert_705,node_Z,34,service_B,Description of event,condition_1,1175
7024,2023-08-26 07:33:26,alert_151,node_B,85,service_F,Description of event,condition_4,9287
2905,2023-08-11 07:33:26,alert_765,node_Z,94,service_A,Description of event,condition_3,5894
4329,2023-08-04 07:33:26,alert_792,node_L,31,service_F,Description of event,condition_5,1899
9755,2023-08-03 07:33:26,alert_102,node_F,44,service_E,Description of event,condition_3,7067
3730,2023-08-29 07:33:26,alert_794,node_N,14,service_A,Description of event,condition_2,9983
4252,2023-08-17 07:33:26,alert_770,node_V,55,service_F,Description of event,condition_4,7275
5334,2023-08-08 07:33:26,alert_160,node_F,57,service_E,Description of event,condition_1,6540
6923,2023-08-30 07:33:26,alert_489,node_L,85,service_B,Description of event,condition_4,2432
1486,2023-08-17 07:33:26,alert_406,node_F,41,service_A,Description of event,condition_3,4342
4896,2023-08-09 07:33:26,alert_435,node_W,43,service_C,Description of event,condition_1,4635
3762,2023-08-14 07:33:26,alert_860,node_H,31,service_A,Description of event,condition_3,4578
6638,2023-08-24 07:33:26,alert_185,node_C,45,service_D,Description of event,condition_2,7513
1164,2023-08-18 07:33:26,alert_123,node_I,87,service_C,Description of event,condition_3,7778
7477,2023-08-30 07:33:26,alert_218,node_Y,81,service_A,Description of event,condition_1,6811
1981,2023-08-24 07:33:26,alert_535,node_I,41,service_B,Description of event,condition_5,2232
1624,2023-08-25 07:33:26,alert_120,node_Q,63,service_F,Description of event,condition_4,1177
8646,2023-08-30 07:33:26,alert_921,node_S,65,service_D,Description of event,condition_2,8362
5515,2023-08-06 07:33:26,alert_975,node_Q,41,service_A,Description of event,condition_1,8248
1805,2023-08-26 07:33:26,alert_593,node_Z,17,service_C,Description of event,condition_4,6011
8468,2023-08-05 07:33:26,alert_601,node_C,23,service_D,Description of event,condition_5,6023
9897,2023-08-30 07:33:26,alert_741,node_R,58,service_F,Description of event,condition_3,6663
9807,2023-08-05 07:33:26,alert_624,node_W,89,service_E,Description of event,condition_3,9798
7766,2023-08-18 07:33:26,alert_938,node_I,18,service_E,Description of event,condition_2,9591
1848,2023-08-28 07:33:26,alert_628,node_C,29,service_A,Description of event,condition_3,6860
5754,2023-08-13 07:33:26,alert_576,node_H,12,service_D,Description of event,condition_2,9146
1875,2023-08-13 07:33:26,alert_120,node_T,85,service_F,Description of event,condition_1,1800
8309,2023-08-26 07:33:26,alert_483,node_H,96,service_F,Description of event,condition_5,3794
9185,2023-08-11 07:33:26,alert_656,node_J,20,service_C,Description of event,condition_4,1859
9344,2023-08-29 07:33:26,alert_210,node_W,45,service_E,Description of event,condition_5,9619
1315,2023-08-15 07:33:26,alert_658,node_C,27,service_E,Description of event,condition_4,3610
2693,2023-08-01 07:33:26,alert_123,node_O,41,service_B,Description of event,condition_1,5926
9340,2023-08-08 07:33:26,alert_401,node_H,73,service_C,Description of event,condition_2,9818
9655,2023-08-05 07:33:26,alert_601,node_F,90,service_C,Description of event,condition_5,6970
6949,2023-08-26 07:33:26,alert_854,node_L,15,service_D,Description of event,condition_2,3649
1364,2023-08-28 07:33:26,alert_886,node_W,78,service_C,Description of event,condition_1,1769
9146,2023-08-15 07:33:26,alert_672,node_Q,25,service_E,Description of event,condition_2,7144
1474,2023-08-02 07:33:26,alert_610,node_H,99,service_A,Description of event,condition_4,1175
5046,2023-08-11 07:33:26,alert_245,node_Q,34,service_C,Description of event,condition_2,8712
7519,2023-08-29 07:33:26,alert_351,node_N,61,service_F,Description of event,condition_3,7417
4534,2023-08-11 07:33:26,alert_385,node_Y,28,service_E,Description of event,condition_2,3687
9506,2023-08-04 07:33:26,alert_904,node_Q,72,service_F,Description of event,condition_2,9335
2626,2023-08-03 07:33:26,alert_117,node_D,75,service_A,Description of event,condition_2,9607
7790,2023-08-20 07:33:26,alert_845,node_Q,16,service_B,Description of event,condition_5,1618
5107,2023-08-01 07:33:26,alert_841,node_V,30,service_D,Description of event,condition_1,8500
1560,2023-08-27 07:33:26,alert_258,node_R,11,service_A,Description of event,condition_3,4555
7896,2023-08-09 07:33:26,alert_212,node_M,57,service_F,Description of event,condition_5,8347
5626,2023-08-19 07:33:26,alert_891,node_Y,46,service_D,Description of event,condition_3,8920
2969,2023-08-02 07:33:26,alert_468,node_J,96,service_F,Description of event,condition_2,5063
1154,2023-08-15 07:33:26,alert_445,node_G,35,service_F,Description of event,condition_5,9777
4706,2023-08-08 07:33:26,alert_500,node_Y,90,service_E,Description of event,condition_2,7059
2619,2023-08-13 07:33:26,alert_129,node_L,48,service_D,Description of event,condition_5,4175
8590,2023-08-28 07:33:26,alert_534,node_W,72,service_B,Description of event,condition_5,8703
7663,2023-08-08 07:33:26,alert_828,node_F,71,service_D,Description of event,condition_5,7858
3498,2023-08-02 07:33:26,alert_617,node_J,59,service_B,Description of event,condition_3,8328
8722,2023-08-15 07:33:26,alert_722,node_A,68,service_A,Description of event,condition_2,8729
7353,2023-08-23 07:33:26,alert_326,node_J,60,service_B,Description of event,condition_4,6826
4777,2023-08-09 07:33:26,alert_923,node_I,89,service_B,Description of event,condition_1,5938
5778,2023-08-06 07:33:26,alert_880,node_T,90,service_B,Description of event,condition_4,6775
5615,2023-08-15 07:33:26,alert_652,node_B,33,service_B,Description of event,condition_2,9677
2655,2023-08-21 07:33:26,alert_375,node_U,34,service_C,Description of event,condition_2,6272
3421,2023-08-19 07:33:26,alert_943,node_T,44,service_C,Description of event,condition_4,4416
7830,2023-08-29 07:33:26,alert_427,node_J,97,service_C,Description of event,condition_4,6113
3463,2023-08-16 07:33:26,alert_367,node_E,32,service_B,Description of event,condition_4,2858
3263,2023-08-21 07:33:26,alert_181,node_D,91,service_D,Description of event,condition_5,3808
3529,2023-08-15 07:33:26,alert_524,node_E,19,service_D,Description of event,condition_1,9083
8771,2023-08-15 07:33:26,alert_822,node_V,95,service_F,Description of event,condition_3,9040
9351,2023-08-05 07:33:26,alert_348,node_M,54,service_A,Description of event,condition_5,3908
2443,2023-08-02 07:33:26,alert_681,node_U,54,service_E,Description of event,condition_4,4088
9795,2023-08-09 07:33:26,alert_648,node_A,91,service_D,Description of event,condition_5,8520
1077,2023-08-13 07:33:26,alert_797,node_K,62,service_D,Description of event,condition_3,5238
8217,2023-08-05 07:33:26,alert_737,node_I,36,service_A,Description of event,condition_1,1310
4977,2023-08-11 07:33:26,alert_313,node_Q,37,service_D,Description of event,condition_5,1605
6163,2023-08-21 07:33:26,alert_304,node_R,86,service_B,Description of event,condition_3,5713
4764,2023-08-16 07:33:26,alert_545,node_A,82,service_E,Description of event,condition_4,4241
7886,2023-08-10 07:33:26,alert_109,node_E,80,service_D,Description of event,condition_1,3103
7726,2023-08-04 07:33:26,alert_253,node_R,11,service_E,Description of event,condition_3,8958
3039,2023-08-12 07:33:26,alert_104,node_C,67,service_B,Description of event,condition_1,9780
1111,2023-08-14 07:33:26,alert_652,node_Y,83,service_A,Description of event,condition_1,4033
6616,2023-08-23 07:33:26,alert_174,node_L,67,service_A,Description of event,condition_4,4641
5778,2023-08-24 07:33:26,alert_315,node_B,11,service_E,Description of event,condition_4,5709
1734,2023-08-16 07:33:26,alert_778,node_B,54,service_C,Description of event,condition_1,5381
7524,2023-08-19 07:33:26,alert_435,node_U,64,service_E,Description of event,condition_1,6629
5054,2023-08-04 07:33:26,alert_684,node_F,67,service_D,Description of event,condition_3,3575
1616,2023-08-23 07:33:26,alert_456,node_V,57,service_A,Description of event,condition_2,2426
2292,2023-08-25 07:33:26,alert_423,node_W,95,service_F,Description of event,condition_5,5245
3146,2023-08-04 07:33:26,alert_332,node_R,40,service_B,Description of event,condition_4,4636
3490,2023-08-12 07:33:26,alert_791,node_Y,49,service_C,Description of event,condition_2,9718
4546,2023-08-22 07:33:26,alert_658,node_K,79,service_B,Description of event,condition_4,4316
8313,2023-08-18 07:33:26,alert_700,node_P,96,service_A,Description of event,condition_4,8121
6301,2023-08-27 07:33:26,alert_134,node_D,74,service_B,Description of event,condition_4,8992
7612,2023-08-28 07:33:26,alert_313,node_S,83,service_D,Description of event,condition_4,6983
9279,2023-08-15 07:33:26,alert_696,node_W,92,service_B,Description of event,condition_2,7794
2048,2023-08-04 07:33:26,alert_153,node_I,82,service_D,Description of event,condition_5,7357
1168,2023-08-26 07:33:26,alert_608,node_G,25,service_E,Description of event,condition_2,9389
7121,2023-08-03 07:33:26,alert_506,node_I,75,service_E,Description of event,condition_4,5835
9289,2023-08-28 07:33:26,alert_125,node_B,94,service_C,Description of event,condition_3,6952
3032,2023-08-07 07:33:26,alert_371,node_J,27,service_A,Description of event,condition_4,6875
5648,2023-08-16 07:33:26,alert_240,node_U,98,service_B,Description of event,condition_4,7596
1586,2023-08-05 07:33:26,alert_945,node_C,39,service_C,Description of event,condition_3,5600
5222,2023-08-13 07:33:26,alert_456,node_N,81,service_A,Description of event,condition_1,8126
5914,2023-08-04 07:33:26,alert_407,node_Q,45,service_E,Description of event,condition_1,1649
2255,2023-08-25 07:33:26,alert_833,node_J,58,service_B,Description of event,condition_4,6986
7886,2023-08-19 07:33:26,alert_133,node_C,80,service_A,Description of event,condition_1,3253
5824,2023-08-26 07:33:26,alert_357,node_Y,48,service_D,Description of event,condition_2,3330
5229,2023-08-27 07:33:26,alert_465,node_O,87,service_F,Description of event,condition_1,6800
5301,2023-08-21 07:33:26,alert_410,node_Q,93,service_B,Description of event,condition_4,9250
1479,2023-08-03 07:33:26,alert_224,node_G,10,service_B,Description of event,condition_5,1728
5475,2023-08-25 07:33:26,alert_638,node_A,45,service_C,Description of event,condition_3,4173
2768,2023-08-13 07:33:26,alert_493,node_U,47,service_C,Description of event,condition_4,6979
9971,2023-08-17 07:33:26,alert_148,node_E,39,service_E,Description of event,condition_2,1347
8452,2023-08-27 07:33:26,alert_158,node_V,35,service_F,Description of event,condition_3,9579
1380,2023-08-17 07:33:26,alert_207,node_S,66,service_A,Description of event,condition_5,8862
6781,2023-08-24 07:33:26,alert_911,node_N,80,service_C,Description of event,condition_3,3439
5686,2023-08-19 07:33:26,alert_128,node_L,11,service_F,Description of event,condition_3,5756
4970,2023-08-25 07:33:26,alert_231,node_I,59,service_B,Description of event,condition_1,1320
6039,2023-08-04 07:33:26,alert_819,node_O,48,service_A,Description of event,condition_3,4390
8857,2023-08-17 07:33:26,alert_453,node_R,91,service_F,Description of event,condition_2,1259
1901,2023-08-01 07:33:26,alert_553,node_I,36,service_A,Description of event,condition_3,7658
6423,2023-08-12 07:33:26,alert_112,node_F,67,service_F,Description of event,condition_2,5077
7225,2023-08-22 07:33:26,alert_721,node_I,55,service_F,Description of event,condition_5,2784
2376,2023-08-14 07:33:26,alert_221,node_I,82,service_E,Description of event,condition_4,6041
1452,2023-08-19 07:33:26,alert_566,node_Z,74,service_C,Description of event,condition_2,2648
2330,2023-08-29 07:33:26,alert_800,node_U,77,service_D,Description of event,condition_4,7139
5195,2023-08-06 07:33:26,alert_358,node_A,21,service_F,Description of event,condition_2,5435
9971,2023-08-13 07:33:26,alert_592,node_W,15,service_E,Description of event,condition_5,2757
7730,2023-08-26 07:33:26,alert_785,node_Y,40,service_A,Description of event,condition_4,6020
2058,2023-08-09 07:33:26,alert_190,node_H,66,service_E,Description of event,condition_2,4813
4745,2023-08-24 07:33:26,alert_248,node_H,24,service_D,Description of event,condition_1,7468
4732,2023-08-26 07:33:26,alert_613,node_D,15,service_F,Description of event,condition_5,3661
9512,2023-08-25 07:33:26,alert_559,node_A,55,service_D,Description of event,condition_2,9775
2320,2023-08-18 07:33:26,alert_913,node_O,17,service_E,Description of event,condition_2,6279
8741,2023-08-27 07:33:26,alert_181,node_O,27,service_E,Description of event,condition_2,9637
5556,2023-08-03 07:33:26,alert_423,node_Z,63,service_C,Description of event,condition_5,5963
1095,2023-08-07 07:33:26,alert_543,node_C,86,service_B,Description of event,condition_2,8994
4642,2023-08-06 07:33:26,alert_522,node_H,39,service_F,Description of event,condition_4,5550
